Wavenumber (cm^{-1}),Spectrum_OrigIdxInItem_1,Spectrum_OrigIdxInItem_2,Spectrum_OrigIdxInItem_3,Spectrum_OrigIdxInItem_4,Spectrum_OrigIdxInItem_5,Spectrum_OrigIdxInItem_6,Spectrum_OrigIdxInItem_7,Spectrum_OrigIdxInItem_8,Spectrum_OrigIdxInItem_9,Spectrum_OrigIdxInItem_10,Spectrum_OrigIdxInItem_11,Spectrum_OrigIdxInItem_12,Spectrum_OrigIdxInItem_13,Spectrum_OrigIdxInItem_14,Spectrum_OrigIdxInItem_15,Spectrum_OrigIdxInItem_16,Spectrum_OrigIdxInItem_17,Spectrum_OrigIdxInItem_18,Spectrum_OrigIdxInItem_19,Spectrum_OrigIdxInItem_20,Spectrum_OrigIdxInItem_21,Spectrum_OrigIdxInItem_22,Spectrum_OrigIdxInItem_23,Spectrum_OrigIdxInItem_24,Spectrum_OrigIdxInItem_25,Spectrum_OrigIdxInItem_26,Spectrum_OrigIdxInItem_27,Spectrum_OrigIdxInItem_28,Spectrum_OrigIdxInItem_29,Spectrum_OrigIdxInItem_30,Spectrum_OrigIdxInItem_31,Spectrum_OrigIdxInItem_32,Spectrum_OrigIdxInItem_33,Spectrum_OrigIdxInItem_34,Spectrum_OrigIdxInItem_35,Spectrum_OrigIdxInItem_36,Spectrum_OrigIdxInItem_37,Spectrum_OrigIdxInItem_38,Spectrum_OrigIdxInItem_39,Spectrum_OrigIdxInItem_40,Spectrum_OrigIdxInItem_41,Spectrum_OrigIdxInItem_42,Spectrum_OrigIdxInItem_43,Spectrum_OrigIdxInItem_44,Spectrum_OrigIdxInItem_45,Spectrum_OrigIdxInItem_46,Spectrum_OrigIdxInItem_47,Spectrum_OrigIdxInItem_48,Spectrum_OrigIdxInItem_49,Spectrum_OrigIdxInItem_50,Spectrum_OrigIdxInItem_51,Spectrum_OrigIdxInItem_52,Spectrum_OrigIdxInItem_53,Spectrum_OrigIdxInItem_54,Spectrum_OrigIdxInItem_55,Spectrum_OrigIdxInItem_56,Spectrum_OrigIdxInItem_57,Spectrum_OrigIdxInItem_59,Spectrum_OrigIdxInItem_60,Spectrum_OrigIdxInItem_61,Spectrum_OrigIdxInItem_62,Spectrum_OrigIdxInItem_63,Spectrum_OrigIdxInItem_64,Spectrum_OrigIdxInItem_65,Spectrum_OrigIdxInItem_66,Spectrum_OrigIdxInItem_67,Spectrum_OrigIdxInItem_68,Spectrum_OrigIdxInItem_69,Spectrum_OrigIdxInItem_70,Spectrum_OrigIdxInItem_72,Spectrum_OrigIdxInItem_73,Spectrum_OrigIdxInItem_74,Spectrum_OrigIdxInItem_75,Spectrum_OrigIdxInItem_76,Spectrum_OrigIdxInItem_77,Spectrum_OrigIdxInItem_78,Spectrum_OrigIdxInItem_79,Spectrum_OrigIdxInItem_80,Spectrum_OrigIdxInItem_81,Spectrum_OrigIdxInItem_82,Spectrum_OrigIdxInItem_83,Spectrum_OrigIdxInItem_84,Spectrum_OrigIdxInItem_85,Spectrum_OrigIdxInItem_86,Spectrum_OrigIdxInItem_87,Spectrum_OrigIdxInItem_88,Spectrum_OrigIdxInItem_89,Spectrum_OrigIdxInItem_90,Spectrum_OrigIdxInItem_91,Spectrum_OrigIdxInItem_92,Spectrum_OrigIdxInItem_93,Spectrum_OrigIdxInItem_95,Spectrum_OrigIdxInItem_97,Spectrum_OrigIdxInItem_98,Spectrum_OrigIdxInItem_99,Spectrum_OrigIdxInItem_100,Spectrum_OrigIdxInItem_101,Spectrum_OrigIdxInItem_102,Spectrum_OrigIdxInItem_103,Spectrum_OrigIdxInItem_104,Spectrum_OrigIdxInItem_105,Spectrum_OrigIdxInItem_106,Spectrum_OrigIdxInItem_107,Spectrum_OrigIdxInItem_108,Spectrum_OrigIdxInItem_109,Spectrum_OrigIdxInItem_110,Spectrum_OrigIdxInItem_111,Spectrum_OrigIdxInItem_112,Spectrum_OrigIdxInItem_114,Spectrum_OrigIdxInItem_115,Spectrum_OrigIdxInItem_116,Spectrum_OrigIdxInItem_117,Spectrum_OrigIdxInItem_118,Spectrum_OrigIdxInItem_120,Spectrum_OrigIdxInItem_121
380.958441887711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911198049593945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053870537197051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184539258173439,0,0,0,0,0,0.00221886958677348,0,0,0,0,0,0,0,0,0,0,0,0
384.515243875205,0,0,0.0028325507247075,0,0,0,0,0,0,0,0,0,0,0.00743283341113986,0.0014981703636631,0.0014336998175538,0,0,0.00012302068275562,0.00145857379358216,0,0,0.00442269907328079,0.000896073807252875,0,0,0,0,0,0,0.00515592139005242,0.000267916751292468,0,0,0,0.00241613033761153,0,0,0,0,0,0,0.00337434520216109,0.00102123468520151,0,0,0,0,0,0,0,0,0,0,0.00299659066959241,0.00464018276275494,0,0,0,0,0,0.00452229205198625,0.00178388463518958,0,0.00723263874187037,0.00370006745235256,0.00306190066997339,0.00336433479315395,0,0.000698013067634738,0,0.00380152789516624,0,0,0,0,0.00114044337285904,0,0,0,0.00376279916395137,0.00825198823106543,0,0,0,0,0,0.000460942530186175,0,0,0.00478593383110774,0.000167222875831735,0,0,0,0,0.0052888261061479,0.00270252901312426,0,0.00242628446747762,0,0,0,0,0,0,0,0.00025514136345493,0.00525875617151192,0,0,0.00364622583133784,0,0,0
388.069349005981,0.0119926243220794,0.00880643459329703,0.0118442991658971,0.00642234699770169,0.00107136170839251,0.000665211609558953,0.00134106990061307,0.00596868800850216,0.014113955617424,0.00918326289483089,0.00806174314738455,0.00446926008028364,0.0111774057873928,0.00903452308798545,0,0.00976388244643423,0.0136332023970253,0.00407551450716686,0,0.00871845705646247,0.00897249592748985,0.0130451736211568,0.00780470018328943,0.00748245606831888,0.00765776434816666,0.0106429535657856,0.00807981851744105,0.00220993392033312,0.0138784430670299,0.00782543709439643,0.0107932118028223,0.00584370482392641,0.0113647956380017,0.0136031125741156,0.0201963391663247,0.00184709216128387,0.00797466113620843,0.0124462973798387,0.0118587975235352,0.00511459418369795,0.0122616505847309,0.00342370131121296,0.00558612138045039,0.00731140384899138,0.0063044062912715,0.0113657421918235,0.00624656223053051,0.00927794345895744,0.00500871013530037,0.0103430027656598,0.0110700192851845,0.0193919941546694,0.00756809176364444,0.0186655013478177,0.0114718643368352,0.0114399848665,0.0175941575681391,0.00171768368302508,0.0126986528047751,0.0137608093621449,0.0176784916123175,0.0119731504547343,0.0149900033609664,0.00387345300323947,0.000997623522491156,0,0.0128108077902164,0,0.00507204573914991,0.00913738709116634,0.0142238705439996,0.00886580308221491,0.0129888827193198,0.00335680060430822,0.0115362906052015,0.0103875641123187,0.0139013483401809,0.00758455636304041,0.0121597299030532,0.0109039877827202,0.0106412490322993,0.0186192453532495,0.00498579122747426,0.00771635288836171,0.0139677840515418,0.012095661462208,0.00474662451356276,0.0157668736955593,0.00775252702686184,0.0140656419017405,0.010978563728581,0.010735554727052,0.0145611679868696,0.00515943584590582,0,0.00554660416093758,0.0235185717885062,0.000986329640334403,0.0129628905445678,0.00524480242650001,0.0119440719722645,0.00421341944958747,0.0152733548498104,0.0154930739317403,0.0143242979810218,0.00872220742027353,0.0123234370907966,0.00194395119076708,0.012033825791227,0.00637807776681946,0.013447184500183,0.0147016339947819,0.0158849473112209,0.0129980604993825,0.00789433519693623
391.620760167868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.169480244544,0.00586683258814441,0,0,0,0.00104218229834752,0,0.00391734581318221,0.00578327306820739,0,0.00213953931465377,0,0,4.64741550517035e-05,0,0.00411810366240887,0,0,0.00107343185805086,0,0.000798222088083713,0,0,0,0,0.00524779843699415,0,0,0,0.00249879840289701,0,0,0,0,0,0,0.00392630296282547,0.00374147290203285,0,0.00218504087274036,0,0,0,0.00032504625227895,0.00154536178344033,0,0,0,9.5397686909796e-05,0,0,0.0061215051932091,0,0,0,0,0.000116390382981423,0,0.00439028537399475,0,0,0,0.00286030559315148,0,0,0,0,0,0,0.000685499963203416,0,0,0.00118459533575756,0,0,0,0.0101103772736096,0.00485185572051275,0,0.00839468420176815,0,0,0.0013903997739045,0,0,0,0,0,0,0,0.00460842230834764,0,0,0.00298401650453709,0.00676468602085588,0.00337414878264023,0.00196456985574276,0,0.00143402783866667,0,0.0033145034488526,0,0.00571981689855207,0.00491289475438218,0,0,0,0,0,0,0.00128294738263808,0,0,0.000662654239807665,0,0.00161545833240292
398.715512115511,0.0363917906197057,0.0450856139268926,0.0432324990488934,0.0484692484969158,0.0472105546123441,0.0422427979983853,0.0529754159824601,0.0455958685986185,0.0447707045651289,0.0497325456856067,0.0390331573232687,0.043442287090871,0.0482935414179422,0.0494897378991248,0.0453104847634895,0.0440455243948428,0.0497154075738005,0.0484066156254112,0.0583104489068964,0.050440154353742,0.0395754509640784,0.0435085068865476,0.0438442405893979,0.048290285224122,0.0403466837084642,0.0476076135760708,0.0485684689001037,0.0465053080112191,0.0429128348666434,0.0479701694404161,0.0354079076206758,0.0493183054175931,0.0467378596163519,0.0468446482761075,0.0514837794915198,0.0533421710761457,0.0443595414305226,0.053805949589947,0.049858621071506,0.0484122584595841,0.0535888585314425,0.0427306019463691,0.0493233004321439,0.0396999063643409,0.0479096139412234,0.0419879113469751,0.0513847822677041,0.0551801423844056,0.0524731800507226,0.0619213780295875,0.0437603575576129,0.0465049059665142,0.0458318162437435,0.0429586614843884,0.0492342909404941,0.0452142554252554,0.0463273611723928,0.0450205836390259,0.0526876785266781,0.0513997454479099,0.0592204415650232,0.0481582146050677,0.0500187626366103,0.0492359157151256,0.0441923071627102,0.0443715800163448,0.0552595401113789,0.0485684743961197,0.0541702004437025,0.0508791984078105,0.0456406585818122,0.0421782862472832,0.0402205485453182,0.0475184138501475,0.0534487230118896,0.0568578004610166,0.0473313763925225,0.0526639451499879,0.0416465673708984,0.0457827779721065,0.0515196944440259,0.0477962172067565,0.0520193963583396,0.0495537050664605,0.0566495673435808,0.0576639875582657,0.0475421464464889,0.0501297633977464,0.0550859584358059,0.0522128515643211,0.0454376627225759,0.0507114382748602,0.0553471840596946,0.0482495811370489,0.0499905423486353,0.0463229095758507,0.0404230839915095,0.0534834126322516,0.0458547884000092,0.0434340298531301,0.0453926111313895,0.0486982278670639,0.0440053897219536,0.0538250329598993,0.0537001531506906,0.0512475308376222,0.0462198202800438,0.0606310601879985,0.0469020607819205,0.0474595722766925,0.0512985749144312,0.0361104466456662,0.0467508378208291,0.0467619887158981,0.0635159262985573
402.258858656118,0.00185306619973231,0.0105608437625727,0.00291569553306206,0,0.00315618148132998,0.000523518358043911,0.0108567121848817,0,0.0150926132001008,0.00180063364601001,0.0114390632474516,0.0116793855503447,0.00212683626676986,0.00173086561607629,0.00496915437338567,0,0.000630398084922037,0.0102484655675263,0.000116256907822257,0.00337935835357383,0.00430418042098626,0,0.00177772848111776,0.00906586915529837,0.00216709950483212,0,0.00992770799705476,0,0.0146403875262242,0.00126823001557135,0.00492216806301082,0.00262427566463763,0.00691435553790083,0.00438218636191112,0,0.0086454824132675,0.0103048626244237,0.00574901742552618,0.0025140540235531,0.00411910577634821,0.000978336865196408,0,0.0147168507551864,0.00136859657921883,0.00139018180146072,0.00460885865049998,0.00582905262640619,0.00488392104522557,0.00703029955218569,0,0.0090904281757216,0.00776651501479418,0,0.00974698288877928,0.00870615310333519,0.00504822727522725,0.00192115042590527,0.0127730192273858,0.0107070643295085,0.00862352001652168,0.0123198282826676,0.011723798928942,0.0128000192871485,0.00170338195051661,0.00334703709061504,0.00798238538426316,0.00789667981964398,0.00990007564711445,0,0.0111389134081946,0.00596267035420913,0.00139148521933374,0.0109442074246692,0.00418407105914166,0.00195689667158266,0.00342431985069674,0.000360656610412695,0.00314718949929362,0,0.00804753125644568,0.00168965502516535,0.0108482130315702,0.00971906835623148,0.00586264498457947,0,0.00083067101101372,0.0101273761001368,0.00442521216179159,0.00177631311351376,0.00539586963913783,0.0119552274924343,0.00658908399040286,0.0116338721389588,0.0088166725249772,0.000314994847332856,0.00339902575310521,0.00611125788213542,0.00289900012814783,0.00733118760797266,0.00529265525663988,0,0.00540808610187795,0,0.0017558954099701,0.000206354966404227,0.0145129356586595,0.00791845964975038,0.00668985645395903,0.00995972025359196,0.00331499619780197,0.00844712320779777,0.00127182321784823,0.0103854261088883,0.00859998147752625,0.00807132974041589
405.799522737568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409.337507226919,0.00662270395102008,0.0112722866884971,0.00704907313285882,0,0.00628695509349289,0.00805707728641619,0.00538426791269151,0.000500814735781675,0,0.00703077468423671,0.00239547594710297,0.00514513986335694,0.00687058794202317,0.00910660294178163,0,0.00574554113673802,0.00579040287440142,0.0109340202615382,0.00476006099232505,0.00305155246744086,0.00717012940694341,0,0.000859844182897334,0,0.00177170159766535,0.00541240215281998,0.0023142330893738,0.00616594859233919,0,0.00595617865940268,0,0.00336851392394691,0.00536980090021167,0.00946206912468668,0.016213077516253,0.0198570973263245,0,0,0.0128469043267869,0,0.00400416180752168,0.015309457029321,0,0,0.0010273227838274,0.0120526688131409,0.0060212920525246,0.00392616022414114,0.0144515580985323,0,0.00793111668366589,0.000347015303660757,0.00287387618361072,0.00027162828581771,0.00317572676058735,0.00873789121395542,0.00203321529298975,0.00588661466225715,0.00316314963614198,0.0109922977123809,0.0128844861034294,0,0.00628813200756715,0.00215617968075977,0,0.0030431288391123,0.00439484541836969,0,0.00585999965559269,0.00996840070003893,0.000788449551751464,0.00262727738258532,0.00374429168898692,0.00499962316046251,0,0.00635487749830383,0.00101330743552668,0.00654955899369563,0,0,0.00287377126348578,0.00737087598760306,0,0.00133564437057363,0.00225835990378479,0,0.00914878513509949,0.000575957675344911,0,0.000888821188057607,0.00338655110519419,0,0.0116972704957041,0,0.00405632820341316,0.0115619109819899,0,0,0.00462615619478149,0.0054280609573621,0.00432600561876653,0.0106550822735354,0,0.0120994672221093,0.00659114465786729,0.00495239363588946,0.00525788123075301,0.0194768455440201,0.00619828233601153,0.000770865094773881,0.0148800466441824,0.00320864403004541,0.00495591889954751,0,0.00379970286149684
412.872814987094,0.000906435918230179,0.000885203763625649,0.00341686649204156,0.0121645324053965,0.0128846310242729,0.00956127150270709,0.0028869218868884,0.00367446467110631,0.00209882267328019,0.0033502636731119,0.0095312172251599,0.00156010035586308,0,0.00100089271132936,0.00320696138931974,0.0105436446387769,0,0.00732551684366697,0.012955029761065,0.00228609277596719,0.00912626596969685,0.0110896163012832,0.00857529352238981,0.00601818799003199,0.0155120183430619,0.0063207352399417,0.00934733271610591,0.00878823206135711,0.0106913751005659,0.00797811704056803,0.00781425309588428,0.00874599555933156,0.00965481631587833,0.017029088163569,0.0126899230293135,0.00203830160705329,0.014198449280735,0.00503039987020711,0.00869700256661457,0.013118262353674,0,0.000191287170258136,0.0072968811591412,0.00316976076663791,0.00985403358987125,0.00277027650642225,0.00118880676331462,0,0.0055358179482805,0.0129081571963655,0.00759637853661245,0.0121185074206373,0.0118491714012281,0.00917993873987985,0,0.00348468218139654,0.0152028954920758,0.013764389862878,0.0109398678806933,0,0.0097109477423577,0.0107991067601722,0.00658544942020407,0.00720439129249817,0.00766981235630577,0.0126187303894515,0.00870800430209171,0.00843135710581311,0.0106554630106098,0.0130609011692823,0.00976286299100823,0.00977702224454862,0.00467325467742756,0.0099733204025825,0.011395321932326,0.0140736108028967,0,0.0056019819816776,0.00654913303119427,0.0050340796516125,0.0142159379494705,0.006463100503562,0.0090099421914211,0.0147603270455857,0.00899639900476957,0.00825720526080805,0.00716054014575092,0.00885338438354746,0.00871373664585061,0.000607209802587158,0.013393679024567,0.0164101100026534,0.0119699476611222,0.0133665850060783,0.00617182914535424,0,0,0.00743139840063997,0.00666546945368642,0,0.0125205953422453,0.0194768501767767,0.00122127560956473,0.00725381769508765,9.73392177351503e-05,0.00184387711404167,0,0.00951682224270344,0.0172969589126174,0.00670077890699646,0.021468790126,0.00854662037490411,0.0197413216360509,0.00402543755957326,0
