Wavenumber (cm^{-1}),Spectrum_OrigIdxInItem_88,Spectrum_OrigIdxInItem_84,Spectrum_OrigIdxInItem_120,Spectrum_OrigIdxInItem_21,Spectrum_OrigIdxInItem_61,Spectrum_OrigIdxInItem_72,Spectrum_OrigIdxInItem_109,Spectrum_OrigIdxInItem_15,Spectrum_OrigIdxInItem_95,Spectrum_OrigIdxInItem_52,Spectrum_OrigIdxInItem_105
380.958441887711,0.014726919541746,0.0064494856569973,0.0,0.0,0.0175892831116776,0.0208592960285647,0.0187691771066689,0.0031918103648621,0.0230534992979829,0.0154304888223946,0.0242998778632869
384.515243875205,0.0102769283962089,0.0134075620380464,0.0171333328343128,0.0075523716737597,0.0040440719657932,0.0122013111127197,0.0160624391501404,0.0012030051751657,0.0239327520680792,0.0076830448360011,0.0232431768450577
388.069349005981,0.0073282322827652,0.0046090194193223,0.0149255966094487,0.0,0.0175680026034281,0.0101892099723824,0.0155100687022219,0.0033161162354357,0.0321735108975147,0.0070377456142722,0.0187796722742634
391.620760167868,0.0046786812775277,0.002618642322,0.0,0.0,0.0,0.0061795707958184,0.0,0.0,0.001422660429721,0.0,0.0093849752124587
395.169480244544,0.0017672852137615,0.0050262858751582,0.0,0.0,0.0,0.0100768382017656,0.0,0.0,0.0,0.0061712154470316,0.0028982102300694
398.715512115511,0.0054876698239287,0.0,0.0218584914240505,0.0052917552810799,0.0110396565608793,0.0026124944959766,0.0094219458089584,0.0,0.0138637237795531,0.0057671087966544,0.009772361888454
402.258858656118,0.0,0.0,0.0,0.0,0.0,0.0011343851365096,0.0001293779614623,0.0,0.0,0.0033064275737057,0.001263026908826
405.799522737568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937471255586
409.337507226919,0.0,0.0,0.0,0.0032120119477675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412.872814987094,0.0,0.0,0.0052272641374095,0.0168864494141154,0.0,0.0,0.0,0.0010283841793586,0.0,0.0,0.0
416.405448876898,0.0,0.0,0.0167804455766775,0.0,0.003065595962632,0.0,0.0085823046171247,0.0030597332009549,0.0,0.0,0.0
419.93541175101,0.0,0.0,0.0064993369238657,0.0035224021835368,0.0,0.0,0.0141517829374155,0.0002361575543191,0.0,0.0,0.0088828778957852
423.462706459995,0.0096227709757012,0.0019000979746963,0.0232613511961532,0.0211633317796799,0.0093233987679403,0.0030898363261085,0.0154583583505045,0.0058458354007645,0.019780530555668,0.0219396682298139,0.0092261073920355
426.987335850322,0.0097300523899035,0.0063964562342317,0.0205449354518381,0.009310314600666,0.0063405639072867,0.0051604651495317,0.0076878405251849,0.003926123135507,0.0044495766752687,0.0179110438697203,0.0128056729299951
430.50930276436,0.0066905712712854,0.0055149175480658,0.0263222147695973,0.0192975997032701,0.0044072547426839,0.0012119785943125,0.0058664724822249,0.0,0.014263603107668,0.0250176701820095,0.0021991469503665
434.028610040384,0.0001034117339665,0.0034744546134909,0.0149768560203534,0.0135750869042596,0.0037933117544702,0.0,0.0041590161560789,0.0014853132867385,0.0140846446917694,0.0201759975153184,0.0047383509000006
437.545260512592,0.0057612964740437,0.0054318217561502,0.013303346677523,0.0065211397556384,0.0016670852192197,0.0,0.0082553449518546,0.0,0.0168251488924794,0.0138286740351949,0.005505274736545
441.059257011108,0.0,0.0,0.00834634098281,0.0,0.0020741065430658,0.0,0.0,0.0,0.0059742593117068,0.0,0.0
444.570602361988,0.0018654343238557,0.0,0.0071727447600458,0.0008971618499095,0.0032615013199204,0.0,0.0,0.0,0.0094739462677413,0.0,0.0074941044633835
448.079299387222,0.0,0.007499543248019,0.0330441048172961,0.0,0.0,0.0048862586342757,0.0044527044323782,0.0021581988101101,0.0125067836488632,0.0212975558517239,0.0104586137524643
451.585350904754,0.000936031590339,0.0101132362840833,0.0114654735379936,0.0078937610441648,0.0149901651994932,0.0076876294495438,0.001420237300395,0.0034045082764143,0.0085107185447252,0.0058145249437955,0.0054440486211155
455.088759728477,0.0126673694242737,0.0134437577235813,0.0139876970725346,0.006306113001848,0.0150132964572784,0.0005676678503284,0.0085693336877594,0.0003058720640431,0.0150557384214768,0.0106292685383885,0.0024690406574474
458.589528668253,0.0089867313944914,0.013874683858381,0.0197052424605539,0.0002978935927607,0.0297069097951089,0.0127039139230057,0.0121859366217757,0.0059814101469338,0.0264265525682785,0.006244169075426,0.0175422181950114
462.087660529904,0.0085733746795623,0.0182372979686634,0.0268515981039319,0.0012779668299283,0.0136261386251671,0.0224833807672293,0.0134373307880444,0.0056563554966898,0.0182795312578392,0.0148288864329424,0.0138554864237311
465.58315811524,0.006376748936112,0.0178921949114704,0.0230600437182296,0.0074639454810551,0.0239484290577115,0.0208410004472964,0.0165546416735354,0.0062087275495387,0.0077611202323741,0.0279554820644512,0.015149097795011
469.076024222036,0.0108148975907679,0.0195367464212251,0.0136307794655423,0.0080412935285319,0.0327593425231385,0.022605461539539,0.0246018499285622,0.0126485015027718,0.023661395200351,0.0329820278910814,0.0142357457828486
472.566261644077,0.0089002222150119,0.0195544650765842,0.0206479479465241,0.0065753473570593,0.0267084308007675,0.0249552038389365,0.0212385967957745,0.0095215382980002,0.0096711135345537,0.0260610009202233,0.0104620403531732
476.053873171131,0.0029575901246928,0.0182802620551841,0.0143720096484363,0.0137621673848153,0.0366774795483667,0.0297514065332045,0.0045678378942194,0.0087157456771097,0.0096102391239902,0.0385231838487663,0.0091643862926205
479.538861588979,0.0019664935800332,0.0170537006969231,0.0118814199647388,0.0047634213274227,0.0137135458097309,0.0268480648283919,0.0096061010001246,0.0036503103854637,0.0001928118094817,0.0165015455831566,0.0048976093516579
483.021229679408,0.0,0.019558614032476,0.0,0.0124992471949264,0.0182331298027832,0.0269916515080007,0.0038173609886009,0.0049822157536926,0.0047055090365391,0.0266894191541132,0.0076813838148523
486.500980220236,0.0015307073548257,0.014743856304227,0.0055955272092949,0.0057133274935456,0.0310866645108332,0.0154729625280261,0.0,0.0040926046507909,0.000497026100892,0.0154020742755583,0.0
489.978115985287,0.0019258725106101,0.0167417904952732,0.0165234896852663,0.0097201017955588,0.0216606685334569,0.0250730203142044,0.0102422780484895,0.0101950162089955,0.0133946854357429,0.0238657958379468,9.48091135732202e-05
493.452639744435,0.0033445702804016,0.0225385863465906,0.0162202977671079,0.0096637856867393,0.0216476749782077,0.0283543366049886,0.0065524872865513,0.0120380786716984,0.0021174677360256,0.0222145488135731,0.0017048651418671
496.92455426359,0.0054661932577452,0.0253025129596236,0.0070417305368776,0.0001960873709878,0.0417022391779406,0.0378049563581438,0.0041462192401157,0.0139101564927816,0.004983019501682,0.0192434076362395,0.0
500.393862304703,0.0034801424822775,0.0219525740834977,0.0154892996717708,0.0122183386206061,0.0296322263390995,0.0372747496022138,0.0,0.0195900937396899,0.0010332165858026,0.021732140612525,0.0
503.860566625786,0.0022773318831578,0.0309751374485511,0.0342016865742914,0.0055590530331138,0.0335840462161509,0.0387713404200681,0.0085836534576865,0.0185908374057269,0.0052990982358015,0.0249169058544579,0.0
507.324669980914,0.004584006603766,0.040380894436418,0.01312108019412,0.0112385227755675,0.0361603645704676,0.0436156665092673,0.0111962730168733,0.021739262105969,0.0061371940922035,0.038692455081102,0.0
510.786175120224,0.0151308072779983,0.0428694163472508,0.0361685545234605,0.017847116244711,0.0504433005638489,0.0446632377818655,0.0187408230274587,0.0284410126665219,0.0211190841051964,0.0328254717265264,0.0036745387336537
514.245084789933,0.0112271892684052,0.0460762860800039,0.0261958788904307,0.0132620442717603,0.0460881160852667,0.0488785688625225,0.021733230655511,0.0209911848970805,0.0121382787706862,0.0380992921063616,0.0069702508105468
517.701401732335,0.0126774048610309,0.0445093752092961,0.0388561337877518,0.0238686211059284,0.0551930248120279,0.0539202256598758,0.0271773406247508,0.0308513225236404,0.0232293717219389,0.0515823682665993,0.0049016945216426
521.155128685819,0.0162744327901921,0.0495550890063934,0.0346918700141483,0.0253022319418448,0.0538867634163131,0.0610490565749169,0.0188770839683085,0.0346270217235056,0.0357625348794205,0.0463394415408424,0.012608773026668
524.60626838487,0.0243435274350249,0.0565919824912056,0.0328431604365768,0.0213662108345184,0.0526889762009006,0.0557959520671551,0.0235344785079785,0.0343139595839127,0.0209461596993651,0.0439922046810278,0.0184372275633807
528.054823560073,0.0223723825053253,0.0350773428657194,0.0230040079109385,0.0229951502745142,0.0599617027874995,0.056592667082668,0.0145934091521128,0.0282562489709495,0.0232383696320325,0.0487553705163796,0.0167233860422864
531.500796938122,0.012926516995601,0.0438199643816425,0.0234312977330789,0.0232956784392052,0.0521028471257466,0.0453072690731936,0.0175890819178731,0.0296160865533754,0.0371351464502004,0.0360751125837345,0.0106258432811826
534.944191241836,0.0144477395825512,0.0448417446953016,0.0432536241111574,0.0203661800208294,0.0586491332973618,0.0484176785259578,0.0237667871374035,0.0261654502651621,0.0234708483871805,0.0435157155092563,0.0063531668488075
538.385009190145,0.0130647650492192,0.0382095902312942,0.0288788350964322,0.0219324175221074,0.047501081824958,0.0522948162233397,0.0215992385179699,0.0277974132495617,0.016118644955188,0.0434080594908396,0.0
541.82325349812,0.0206447944898389,0.0381239999338835,0.0291880215190309,0.025617420601899,0.0541305670384352,0.0539967142365002,0.0214466220628805,0.0253408103657062,0.0243942523902383,0.0500451543709191,0.0086206708535319
545.258926876969,0.0163402958610005,0.0392264788169895,0.0220965489101233,0.0202486616121868,0.0473815725964377,0.0532232008936429,0.0125110089506595,0.023678559813948,0.0055319657698111,0.0460191064568115,0.008081028597737
